#station time x y
1 553.4 27.1278083742 78.8038144137
2 553.6 52.3841999294 1.6312094253
3 553.6 36.0547250456 36.6619122909
4 553.6 54.5069934039 52.4033726034
5 553.6 54.4982309565 52.467368481
1 553.6 27.1498192297 78.7210977389
2 553.8 52.3461455145 1.5510678228
3 553.8 36.0547250456 36.6619122909
4 553.8 54.4895455044 52.4064429268
5 553.8 54.5110416695 52.4396190523
1 553.8 27.174825383 78.6415556731
2 554.0 52.3092055701 1.4714557702
3 554.0 36.0547250456 36.6619122909
4 554.0 54.4807729399 52.4189852565
5 554.0 54.522282123 52.4193276001
1 554.0 27.1980616115 78.5601636825
2 554.2 52.2761746576 1.385990162
3 554.2 36.0547250456 36.6619122909
4 554.2 54.4753350154 52.4199101719
5 554.2 54.5048740789 52.4075386251
1 554.2 27.2214992966 78.4782129875
2 554.4 52.245988855 1.2999191036
3 554.4 36.0547250456 36.6619122909
4 554.4 54.4736895433 52.4213160425
5 554.4 54.4888613001 52.4067305872
1 554.4 27.2440018497 78.3963032709
2 554.6 52.2146190418 1.214147297
3 554.6 36.0547250456 36.6619122909
4 554.6 54.4723874954 52.4213398606
5 554.6 54.4779937838 52.417935462
1 554.6 27.2679403364 78.3146074543
2 554.8 52.1859434746 1.1244712354
3 554.8 36.0547250456 36.6619122909
4 554.8 54.4719400331 52.4216232013
5 554.8 54.474934586 52.4229441947
1 554.8 27.2916380484 78.2348497399
2 555.0 52.1700917265 1.0306903484
3 555.0 36.0547250456 36.6619122909
4 555.0 54.4719163594 52.421623634
5 555.0 54.4748869253 52.4256966111
1 555.0 27.3148042107 78.15539085
2 555.2 52.1656525038 0.9369590024
3 555.2 36.0547250456 36.6619122909
4 555.2 54.4719163594 52.421623634
5 555.2 54.4743400975 52.4254314592
1 555.2 27.3372501236 78.072660001
2 555.4 52.1739250831 0.8424260237
3 555.4 36.0547250456 36.6619122909
4 555.4 54.4719163594 52.421623634
5 555.4 54.4742690768 52.4254327584
1 555.4 27.361227065 77.9937179602
2 555.6 52.1930794881 0.7504294236
3 555.6 36.0547250456 36.6619122909
4 555.6 54.4719163594 52.421623634
